Date,StatArbTradingSignal,ClosePrice,FinalStatArbTradingSignal,Trades,Position,Pnl
2016-01-01,0.0,0.7194400429725647,0.0,0,0,0.0
2016-01-04,1.0842021724855044e-19,0.721266508102417,1.807003620809174e-20,0,0,0.0
2016-01-05,-0.0008827806142638474,0.7176535725593567,-0.0006128292010755631,0,0,0.0
2016-01-06,-0.0005834381179694666,0.715103030204773,-0.0005879769061038828,0,0,0.0
2016-01-07,-0.0005183126331608917,0.7108533382415771,3.633786801845019e-05,0,0,0.0
2016-01-08,-0.0004822308920032596,0.7091192603111267,-0.002488926760024132,0,0,0.0
2016-01-11,-0.0016436736595438033,0.7050197124481201,-0.0011768249793152013,0,0,0.0
2016-01-12,0.0009093038609115575,0.7031360268592834,0.002956085125959341,0,0,0.0
2016-01-13,0.0006212989449150344,0.7015082240104675,0.002449580044152723,0,0,0.0
2016-01-14,-0.0004255576755215415,0.696815550327301,0.0021154533889259732,0,0,0.0
2016-01-15,-0.0009484235449400847,0.6971264481544495,0.0021933463451519974,0,0,0.0
2016-01-18,0.00047733954380424146,0.6859651207923889,3.525364959394706e-05,0,0,0.0
2016-01-19,-0.0015762497886077226,0.687545120716095,-0.001205459663006927,0,0,0.0
2016-01-20,-0.006415583641269384,0.6866622567176819,-0.0017449902114363123,0,0,0.0
2016-01-21,-0.0030467388458799843,0.6908462643623352,-0.003953920002277537,0,0,0.0
2016-01-22,-0.0020412271158575237,0.7007315754890442,-0.006123285014889362,0,0,0.0
2016-01-25,-0.018731342186412526,0.7071835994720459,-0.0026292972847338056,0,0,0.0
2016-01-26,-0.014603601413222131,0.6994963884353638,-0.0027901814395593656,0,0,0.0
2016-01-27,-0.014175510943001787,0.7083156108856201,-0.004351812044538704,0,0,0.0
2016-01-28,-0.031686200552871045,0.7094815373420715,-0.012520390649779733,-1,-1000000,0.0
2016-01-29,-0.021860075693002155,0.7125399708747864,-0.008282179712373397,0,-1000000,-3058.4335327148438
2016-02-01,-0.02438200764004178,0.7156761884689331,-0.0006229356761333212,0,-1000000,-6194.651126861572
2016-02-02,-0.006844367389013577,0.7168458700180054,-0.00013774992306378976,0,-1000000,-7364.332675933838
2016-02-03,-0.00502805112974514,0.7112375497817993,-0.0011140703788706354,0,-1000000,-1756.0124397277832
2016-02-04,0.002178779293315135,0.7249423265457153,0.0014079390917316255,0,-1000000,-15460.789203643799
2016-02-05,0.008236669747962094,0.7269977927207947,-0.0028495781695223586,0,-1000000,-17516.255378723145
2016-02-08,0.0003956809742924061,0.7203054428100586,0.006171071305274737,0,-1000000,-10823.90546798706
2016-02-09,0.0010341534648005465,0.7181328535079956,0.004768242284165639,0,-1000000,-8651.316165924072
2016-02-10,0.0017231499586466848,0.7202950716018677,0.007289927565058458,0,-1000000,-10813.534259796143
2016-02-11,0.008261459097975477,0.7182360291481018,0.007131993602077746,0,-1000000,-8754.491806030273
2016-02-12,0.010530890891420702,0.7185817956924438,0.007058305688475249,0,-1000000,-9100.258350372314
2016-02-15,-0.00173818652940139,0.7227104902267456,0.014673478482654831,1,0,-13228.952884674072
2016-02-16,-0.000913098695567183,0.72348952293396,0.008765915091448123,0,0,-13228.952884674072
2016-02-17,-0.00562491170565451,0.7212300896644592,0.004270092073957767,0,0,-13228.952884674072
2016-02-18,-0.008469306994355778,0.7311331033706665,-0.004333704639424316,0,0,-13228.952884674072
2016-02-19,-0.0032096805900610533,0.7279132604598999,0.0007670069188859359,0,0,-13228.952884674072
2016-02-22,-0.0026790218287128173,0.7252157330513,0.002671883291198898,0,0,-13228.952884674072
2016-02-23,0.002764918563103744,0.7297672033309937,-0.004914103015031625,0,0,-13228.952884674072
2016-02-24,-0.0006295097465159457,0.7247952818870544,-0.0020873468658891025,0,0,-13228.952884674072
2016-02-25,-0.0031742805905868136,0.7297672033309937,-0.008260281480714858,0,0,-13228.952884674072
2016-02-26,-0.00243691279467579,0.7383342981338501,-0.01381060078097613,-1,-1000000,-13228.952884674072
2016-02-29,-0.019783676771308795,0.7381708025932312,-0.03045139300943011,0,-1000000,-13065.457344055176
2016-03-01,-0.018260365835866026,0.7386943101882935,-0.027353756615110823,1,0,-13588.964939117432
2016-03-02,-0.019018427901522004,0.7447680234909058,-0.03354193693678707,-1,-1000000,-13588.964939117432
2016-03-03,-0.015137519555325572,0.744657039642334,-0.02370146363774299,0,-1000000,-13477.981090545654
2016-03-04,-0.007658829213824322,0.7459346652030945,-0.01267671017628567,1,0,-14755.606651306152
2016-03-07,-0.0032815444958061296,0.7501875758171082,-0.00978646465242152,0,0,-14755.606651306152
2016-03-08,-0.005317364729916001,0.7522755861282349,-0.006887899672870434,0,0,-14755.606651306152
2016-03-09,-0.0028845787595065623,0.745323121547699,-0.0016923067899503944,0,0,-14755.606651306152
2016-03-10,-0.023174657395702507,0.7548480033874512,-0.01472797733924476,-1,-1000000,-14755.606651306152
2016-03-11,-0.01045146815074762,0.7497488260269165,0.009907114727348286,0,-1000000,-9656.429290771484
2016-03-14,-0.008394974560702602,0.7555323839187622,0.014043470387706576,1,0,-15439.987182617188
2016-03-15,-0.0124061037517949,0.7534205317497253,0.005925408642281891,0,0,-15439.987182617188
2016-03-16,-0.01631983111638991,0.7488393187522888,0.0007061144255970046,0,0,-15439.987182617188
2016-03-17,-0.011846831269708,0.762427568435669,0.005330162308792835,0,0,-15439.987182617188
2016-03-18,-0.005607989901980859,0.7701786756515503,0.01295671478678653,1,1000000,-15439.987182617188
2016-03-21,-0.009202653837644747,0.7665184736251831,0.009067155482925991,0,1000000,-19100.189208984375
2016-03-22,-0.006526769072103101,0.7638252377510071,0.007831565774341643,0,1000000,-21793.4250831604
2016-03-23,-0.010025780612092396,0.7662776708602905,0.002079673578979873,0,1000000,-19340.991973876953
2016-03-24,-0.00346544615478769,0.7570022940635681,0.003058764248845071,0,1000000,-28616.368770599365
2016-03-25,-0.002575245724726777,0.7546713948249817,0.005071426477537952,0,1000000,-30947.26800918579
2016-03-27,-0.004663173387370814,0.7535226941108704,0.0012241909117269264,0,1000000,-32095.96872329712
2016-03-28,-0.0013130458889425841,0.7590305805206299,0.005444479847580335,0,1000000,-26588.082313537598
2016-03-29,0.008900243129507806,0.7655209302902222,0.015148502177733362,0,1000000,-20097.732543945312
2016-03-30,0.00785203287049142,0.7706179022789001,0.012765450891332604,0,1000000,-15000.760555267334
2016-03-31,0.010714748208241729,0.7697873711585999,0.015404682412254296,-1,0,-15831.291675567627
2016-04-03,0.010325012181441731,0.7671064734458923,0.015819849225339164,1,1000000,-15831.291675567627
2016-04-04,0.002131867273149836,0.7647189497947693,0.013534624875655965,0,1000000,-18218.815326690674
2016-04-05,0.004554145817243901,0.7609654664993286,0.0024350797371820694,0,1000000,-21972.298622131348
2016-04-06,0.004649679610041521,0.7644792795181274,0.00014373847568136292,0,1000000,-18458.48560333252
2016-04-07,0.0011752858289211712,0.7610350251197815,-0.007993385589040102,0,1000000,-21902.740001678467
2016-04-10,-0.003273131479832672,0.7704694867134094,-0.010122489583883646,-1,0,-12468.278408050537
2016-04-11,-0.0016660720765289839,0.774665355682373,-0.009656619311719999,0,0,-12468.278408050537
2016-04-12,-0.0023003645452247014,0.7833307385444641,0.003771814615781728,0,0,-12468.278408050537
2016-04-13,-0.0006263681491511987,0.7801589965820312,-0.0060690990024782135,0,0,-12468.278408050537
2016-04-14,-0.005823335990618866,0.7788768410682678,-0.006188530188040932,0,0,-12468.278408050537
2016-04-17,0.004505700412446684,0.7704753875732422,0.00602758113289794,0,0,-12468.278408050537
2016-04-18,0.004802880207479689,0.7831344604492188,0.0023081522879023564,0,0,-12468.278408050537
2016-04-19,0.005533082246211036,0.7876372933387756,0.004231100258002093,0,0,-12468.278408050537
2016-04-20,-0.004885585921343137,0.7907951474189758,-0.009166748439907932,0,0,-12468.278408050537
2016-04-21,-0.008934470486723287,0.7858979105949402,-0.01025877148698476,-1,-1000000,-12468.278408050537
2016-04-24,-0.017023635718494214,0.7892535328865051,-0.014691066003233381,0,-1000000,-15823.900699615479
2016-04-25,-0.015055941326698224,0.7889546155929565,-0.010353850901514906,0,-1000000,-15524.983406066895
2016-04-26,-0.015602204578517305,0.7931472063064575,-0.007718183047618771,0,-1000000,-19717.57411956787
2016-04-27,-0.011572430777072608,0.7946724891662598,-0.009843388340606966,0,-1000000,-21242.856979370117
2016-04-28,-0.007305541401401005,0.7966222763061523,-0.012954885807776458,-1,-2000000,-23192.644119262695
2016-05-01,-0.0018557947950157035,0.7972574234008789,-0.009424248144046311,0,-2000000,-24462.93830871582
2016-05-02,0.00169049456595817,0.7981482744216919,-0.0014015846372904621,0,-2000000,-26244.640350341797
2016-05-03,-0.001102160904488854,0.7873953580856323,-0.0022165181848925867,0,-2000000,-4738.807678222656
2016-05-04,0.0032392403096902188,0.7774840593338013,0.003394091982629063,1,-1000000,28859.82394218445
2016-05-05,0.003191765738121974,0.7780889868736267,-0.0029157016624704736,1,0,14478.862285614014
2016-05-08,0.0004465735646249046,0.7735089063644409,-0.0072422846190553095,0,0,14478.862285614014
2016-05-09,-0.007120866954936848,0.7717954516410828,-0.006706181290362261,0,0,14478.862285614014
2016-05-10,-0.005046058647532502,0.7742155194282532,-0.003833645481972184,0,0,14478.862285614014
2016-05-11,-0.005215764997443183,0.7776049971580505,-0.005429328199042164,0,0,14478.862285614014
2016-05-12,-0.006036734781990566,0.7787554860115051,-0.007138193358419469,0,0,14478.862285614014
2016-05-15,-0.005529697245661821,0.7719146609306335,-0.010345846727267679,-1,-1000000,14478.862285614014
2016-05-16,-0.005665099915260907,0.7752598524093628,-0.011153793870793788,0,-1000000,11133.670806884766
2016-05-17,-0.002158394652801335,0.7745693922042847,-0.00803841401435009,0,-1000000,11824.13101196289
2016-05-18,-0.0001739872925913752,0.7678722143173218,-0.011292507410077209,0,-1000000,18521.30889892578
2016-05-19,0.0032549143829490416,0.7641754746437073,-0.007433104251998502,1,0,22218.048572540283
2016-05-22,0.00518744150159282,0.7619628310203552,-0.007967434079626518,0,0,22218.048572540283
2016-05-23,0.0038806573852180996,0.7607455253601074,-0.005394191934313995,0,0,22218.048572540283
2016-05-24,0.002006498506545249,0.761904776096344,-0.010092427808285072,-1,-1000000,22218.048572540283
2016-05-25,-0.009533983069634586,0.767224133014679,-0.013454528294697194,0,-1000000,16898.691654205322
2016-05-26,-0.006195861191066918,0.7706950306892395,-0.011227012579520391,0,-1000000,13427.793979644775
2016-05-29,-0.009977106403845342,0.7665184736251831,-0.01709126776258295,0,-1000000,17604.351043701172
2016-05-30,-0.007197337578240854,0.7669888138771057,-0.012392401158728764,0,-1000000,17134.010791778564
